date,selected_return,selected_alpha,best_return,best_alpha,selected_stocks,risk_power,fold,train_fraction
2025-10-10,0.03865746359055727,0.015035620594467836,0.15847542388447744,0.134853580888388,"688256,300476,002475,300866,688047",0.0,1,0.7
2025-10-13,-0.030143771846186114,-0.010845547463786654,0.10556131361946937,0.12485953800186884,"688256,000063,601689,601127,002050",0.0,1,0.7
2025-10-14,0.02755452997928372,0.03458621527314036,0.14461465369350185,0.15164633898735852,"688012,688256,002916,300502,603986",0.0,1,0.7
2025-10-15,0.043006666308550136,0.054743632899792616,0.1490674412977689,0.16080440788901137,"688256,688012,601127,601689,300502",0.0,1,0.7
2025-10-16,-0.006233465131543337,0.006962367670146598,0.1380241893843498,0.15122002218603972,"688256,300274,002916,688012,000063",0.0,1,0.7
2025-10-17,0.031261239137682396,0.021594709093742375,0.1129622263584559,0.10329569631451589,"300316,688012,002460,601117,600050",0.0,1,0.7
2025-10-20,0.09580058166676131,0.07272328027258583,0.19725974821785844,0.17418244682368295,"002460,300803,688012,688256,601988",0.0,1,0.7
2025-10-21,0.03918733648321918,0.016670158204434814,0.15113800128960525,0.12862082301082092,"601398,601018,601988,300502,600028",0.0,1,0.7
2025-10-22,0.03185453445823465,0.011042776328310026,0.21138360726470068,0.19057184913477604,"688012,300803,601018,601919,688506",0.0,1,0.7
2025-10-23,-0.003245904596084199,-0.0261470876552373,0.22618276110578162,0.20328157804662855,"601298,601919,600377,688506,601398",0.0,1,0.7
2025-10-24,0.017431419994223242,0.011464266589506278,0.19143686109241503,0.18546970768769805,"300308,300274,688256,001965,600377",0.0,1,0.7
2025-10-27,0.018469695371065388,0.023447770873417643,0.18072009484939708,0.18569817035174932,"300979,300308,605499,600026,000786",0.0,1,0.7
2025-10-28,-0.07673832339315048,-0.07721891275862401,0.24294516753356313,0.24246457816808958,"300502,002920,300308,603986,601899",0.0,1,0.7
2025-08-26,0.14979202316764453,0.13990127038879357,0.3367057544212929,0.3268150016424419,"300308,300502,300014,600584,601995",0.25,1,0.7
2025-08-27,0.0126808397868316,-0.00706039265865079,0.2483138769347537,0.22857264448927134,"600372,300999,601995,000625,600918",0.25,1,0.7
2025-08-28,0.02444438482181808,0.03545973124453322,0.23832805544348118,0.24934340186619633,"002230,300124,600085,300308,000338",0.25,1,0.7
2025-08-29,-0.03269103048574757,0.0036425477365213386,0.14935358769164023,0.18568716591390913,"002230,600887,300999,600085,601985",0.25,1,0.7
2025-09-01,-0.028646553687665343,-0.013676714268209161,0.3162761411018439,0.33124598052130005,"601878,000166,600918,688187,600999",0.25,1,0.7
2025-09-02,-0.013114639117321247,-0.00777110989750344,0.2645889075059397,0.2699324367257575,"601878,000166,600918,000725,300999",0.25,1,0.7
2025-09-03,0.005371946071354163,0.0028624009088524588,0.1847289371751743,0.1822193920126726,"300015,601878,600918,600999,000166",0.25,1,0.7
2025-09-04,0.03499902938892022,0.016954711459650294,0.19645094703025748,0.17840662910098753,"002415,300502,688187,600999,600372",0.25,1,0.7
2025-09-05,0.034975840234038484,0.018161472508584048,0.15089036406569203,0.1340759963402376,"688256,600372,601995,603501,600918",0.25,1,0.7
2025-09-08,0.02789020094948123,0.01509085109218149,0.265865563873275,0.2530662140159753,"601881,601995,300502,600999,600918",0.25,1,0.7
2025-09-09,0.012342172661745008,-0.005956990244439806,0.2476764857880372,0.22937732288185236,"601901,600061,002236,603501,600845",0.25,1,0.7
2025-09-10,0.022349877675322614,0.005221812267753205,0.2335819463750944,0.21645388096752502,"000338,300015,601995,600219,603501",0.25,1,0.7
2025-09-11,0.0012716128206353649,-7.103651757566359e-05,0.1795942588986441,0.17825160956043312,"600061,601995,603501,000538,000333",0.25,1,0.7
2025-09-12,-0.02058212230139608,-0.013373348830409044,0.17663724278659437,0.1838460162575814,"601995,600061,300999,000166,601377",0.25,1,0.7
2025-09-15,-0.017374446052888164,-0.012342703695782109,0.15466379892749638,0.15969554128460242,"600061,601901,601995,600918,002415",0.25,1,0.7
2025-09-16,-0.017924968535570362,-0.016466133534265924,0.22704010693692686,0.22849894193823128,"600061,601901,300999,601995,000725",0.25,1,0.7
2025-09-17,-0.03796808593083152,-0.022098622722337983,0.17697628523357764,0.1928457484420712,"601211,600999,300999,600918,601995",0.25,1,0.7
2025-09-18,0.0046991302376773745,-0.005610907210866849,0.1761151890269424,0.16580515157839815,"600377,600918,601995,601018,688009",0.25,1,0.7
